course_title,domain,sub_domain,level,duration,paid_free,price,mentor,url
Python for Everyone (University of Washington),Data Science,Python,Mixed,10,Paid,99,University of Washington,https://www.coursera.org/learn/python-for-everyone-university-of-washington
Advanced Python Techniques (University of Washington),Data Science,Python,Beginner,1,Free,0,University of Washington,https://www.coursera.org/learn/advanced-python-techniques-university-of-washington
Introduction to Python (ETH Zurich),Data Science,Python,Intermediate,2,Paid,49,ETH Zurich,https://www.coursera.org/learn/introduction-to-python-eth-zurich
Foundations of Python (ETH Zurich),Data Science,Python,Advanced,3,Paid,79,ETH Zurich,https://www.coursera.org/learn/foundations-of-python-eth-zurich
Applied Python for Data Science (ETH Zurich),Data Science,Python,Mixed,4,Paid,99,ETH Zurich,https://www.coursera.org/learn/applied-python-for-data-science-eth-zurich
Professional Python Certification (ETH Zurich),Data Science,Python,Beginner,5,Free,0,ETH Zurich,https://www.coursera.org/learn/professional-python-certification-eth-zurich
Mastering Python (ETH Zurich),Data Science,Python,Intermediate,6,Paid,49,ETH Zurich,https://www.coursera.org/learn/mastering-python-eth-zurich
Practical Python Skills (ETH Zurich),Data Science,Python,Advanced,8,Paid,79,ETH Zurich,https://www.coursera.org/learn/practical-python-skills-eth-zurich
Python for Everyone (ETH Zurich),Data Science,Python,Mixed,10,Paid,99,ETH Zurich,https://www.coursera.org/learn/python-for-everyone-eth-zurich
Advanced Python Techniques (ETH Zurich),Data Science,Python,Beginner,1,Free,0,ETH Zurich,https://www.coursera.org/learn/advanced-python-techniques-eth-zurich
Introduction to Python (University of Edinburgh),Data Science,Python,Intermediate,2,Paid,49,University of Edinburgh,https://www.coursera.org/learn/introduction-to-python-university-of-edinburgh
Foundations of Python (University of Edinburgh),Data Science,Python,Advanced,3,Paid,79,University of Edinburgh,https://www.coursera.org/learn/foundations-of-python-university-of-edinburgh
Applied Python for Data Science (University of Edinburgh),Data Science,Python,Mixed,4,Paid,99,University of Edinburgh,https://www.coursera.org/learn/applied-python-for-data-science-university-of-edinburgh
Professional Python Certification (University of Edinburgh),Data Science,Python,Beginner,5,Free,0,University of Edinburgh,https://www.coursera.org/learn/professional-python-certification-university-of-edinburgh
Mastering Python (University of Edinburgh),Data Science,Python,Intermediate,6,Paid,49,University of Edinburgh,https://www.coursera.org/learn/mastering-python-university-of-edinburgh
Practical Python Skills (University of Edinburgh),Data Science,Python,Advanced,8,Paid,79,University of Edinburgh,https://www.coursera.org/learn/practical-python-skills-university-of-edinburgh
Python for Everyone (University of Edinburgh),Data Science,Python,Mixed,10,Paid,99,University of Edinburgh,https://www.coursera.org/learn/python-for-everyone-university-of-edinburgh
Advanced Python Techniques (University of Edinburgh),Data Science,Python,Beginner,1,Free,0,University of Edinburgh,https://www.coursera.org/learn/advanced-python-techniques-university-of-edinburgh
Introduction to Python (Hong Kong University),Data Science,Python,Intermediate,2,Paid,49,Hong Kong University,https://www.coursera.org/learn/introduction-to-python-hong-kong-university
Foundations of Python (Hong Kong University),Data Science,Python,Advanced,3,Paid,79,Hong Kong University,https://www.coursera.org/learn/foundations-of-python-hong-kong-university
Applied Python for Data Science (Hong Kong University),Data Science,Python,Mixed,4,Paid,99,Hong Kong University,https://www.coursera.org/learn/applied-python-for-data-science-hong-kong-university
Professional Python Certification (Hong Kong University),Data Science,Python,Beginner,5,Free,0,Hong Kong University,https://www.coursera.org/learn/professional-python-certification-hong-kong-university
Mastering Python (Hong Kong University),Data Science,Python,Intermediate,6,Paid,49,Hong Kong University,https://www.coursera.org/learn/mastering-python-hong-kong-university
Practical Python Skills (Hong Kong University),Data Science,Python,Advanced,8,Paid,79,Hong Kong University,https://www.coursera.org/learn/practical-python-skills-hong-kong-university
Python for Everyone (Hong Kong University),Data Science,Python,Mixed,10,Paid,99,Hong Kong University,https://www.coursera.org/learn/python-for-everyone-hong-kong-university
Advanced Python Techniques (Hong Kong University),Data Science,Python,Beginner,1,Free,0,Hong Kong University,https://www.coursera.org/learn/advanced-python-techniques-hong-kong-university
Introduction to Python (Udacity),Data Science,Python,Intermediate,2,Paid,49,Udacity,https://www.coursera.org/learn/introduction-to-python-udacity
Foundations of Python (Udacity),Data Science,Python,Advanced,3,Paid,79,Udacity,https://www.coursera.org/learn/foundations-of-python-udacity
Applied Python for Data Science (Udacity),Data Science,Python,Mixed,4,Paid,99,Udacity,https://www.coursera.org/learn/applied-python-for-data-science-udacity
Professional Python Certification (Udacity),Data Science,Python,Beginner,5,Free,0,Udacity,https://www.coursera.org/learn/professional-python-certification-udacity
Mastering Python (Udacity),Data Science,Python,Intermediate,6,Paid,49,Udacity,https://www.coursera.org/learn/mastering-python-udacity
Practical Python Skills (Udacity),Data Science,Python,Advanced,8,Paid,79,Udacity,https://www.coursera.org/learn/practical-python-skills-udacity
Python for Everyone (Udacity),Data Science,Python,Mixed,10,Paid,99,Udacity,https://www.coursera.org/learn/python-for-everyone-udacity
Advanced Python Techniques (Udacity),Data Science,Python,Beginner,1,Free,0,Udacity,https://www.coursera.org/learn/advanced-python-techniques-udacity
Introduction to Python (Microsoft),Data Science,Python,Intermediate,2,Paid,49,Microsoft,https://www.coursera.org/learn/introduction-to-python-microsoft
Foundations of Python (Microsoft),Data Science,Python,Advanced,3,Paid,79,Microsoft,https://www.coursera.org/learn/foundations-of-python-microsoft
Applied Python for Data Science (Microsoft),Data Science,Python,Mixed,4,Paid,99,Microsoft,https://www.coursera.org/learn/applied-python-for-data-science-microsoft
Professional Python Certification (Microsoft),Data Science,Python,Beginner,5,Free,0,Microsoft,https://www.coursera.org/learn/professional-python-certification-microsoft
Mastering Python (Microsoft),Data Science,Python,Intermediate,6,Paid,49,Microsoft,https://www.coursera.org/learn/mastering-python-microsoft
Practical Python Skills (Microsoft),Data Science,Python,Advanced,8,Paid,79,Microsoft,https://www.coursera.org/learn/practical-python-skills-microsoft
Python for Everyone (Microsoft),Data Science,Python,Mixed,10,Paid,99,Microsoft,https://www.coursera.org/learn/python-for-everyone-microsoft
Advanced Python Techniques (Microsoft),Data Science,Python,Beginner,1,Free,0,Microsoft,https://www.coursera.org/learn/advanced-python-techniques-microsoft
Introduction to Statistics,Data Science,Statistics,Intermediate,2,Paid,49,Coursera,https://www.coursera.org/learn/introduction-to-statistics
Foundations of Statistics,Data Science,Statistics,Advanced,3,Paid,79,Coursera,https://www.coursera.org/learn/foundations-of-statistics
Applied Statistics for Data Science,Data Science,Statistics,Mixed,4,Paid,99,Coursera,https://www.coursera.org/learn/applied-statistics-for-data-science
Professional Statistics Certification,Data Science,Statistics,Beginner,5,Free,0,Coursera,https://www.coursera.org/learn/professional-statistics-certification
Mastering Statistics,Data Science,Statistics,Intermediate,6,Paid,49,Coursera,https://www.coursera.org/learn/mastering-statistics
Practical Statistics Skills,Data Science,Statistics,Advanced,8,Paid,79,Coursera,https://www.coursera.org/learn/practical-statistics-skills
Statistics for Everyone,Data Science,Statistics,Mixed,10,Paid,99,Coursera,https://www.coursera.org/learn/statistics-for-everyone
Advanced Statistics Techniques,Data Science,Statistics,Beginner,1,Free,0,Coursera,https://www.coursera.org/learn/advanced-statistics-techniques
Introduction to Statistics (Google),Data Science,Statistics,Intermediate,2,Paid,49,Google,https://www.coursera.org/learn/introduction-to-statistics-google
Foundations of Statistics (Google),Data Science,Statistics,Advanced,3,Paid,79,Google,https://www.coursera.org/learn/foundations-of-statistics-google
Applied Statistics for Data Science (Google),Data Science,Statistics,Mixed,4,Paid,99,Google,https://www.coursera.org/learn/applied-statistics-for-data-science-google
Professional Statistics Certification (Google),Data Science,Statistics,Beginner,5,Free,0,Google,https://www.coursera.org/learn/professional-statistics-certification-google
Mastering Statistics (Google),Data Science,Statistics,Intermediate,6,Paid,49,Google,https://www.coursera.org/learn/mastering-statistics-google
Practical Statistics Skills (Google),Data Science,Statistics,Advanced,8,Paid,79,Google,https://www.coursera.org/learn/practical-statistics-skills-google
Statistics for Everyone (Google),Data Science,Statistics,Mixed,10,Paid,99,Google,https://www.coursera.org/learn/statistics-for-everyone-google
Advanced Statistics Techniques (Google),Data Science,Statistics,Beginner,1,Free,0,Google,https://www.coursera.org/learn/advanced-statistics-techniques-google
Introduction to Statistics (IBM),Data Science,Statistics,Intermediate,2,Paid,49,IBM,https://www.coursera.org/learn/introduction-to-statistics-ibm
Foundations of Statistics (IBM),Data Science,Statistics,Advanced,3,Paid,79,IBM,https://www.coursera.org/learn/foundations-of-statistics-ibm
Applied Statistics for Data Science (IBM),Data Science,Statistics,Mixed,4,Paid,99,IBM,https://www.coursera.org/learn/applied-statistics-for-data-science-ibm
Professional Statistics Certification (IBM),Data Science,Statistics,Beginner,5,Free,0,IBM,https://www.coursera.org/learn/professional-statistics-certification-ibm
Mastering Statistics (IBM),Data Science,Statistics,Intermediate,6,Paid,49,IBM,https://www.coursera.org/learn/mastering-statistics-ibm
Practical Statistics Skills (IBM),Data Science,Statistics,Advanced,8,Paid,79,IBM,https://www.coursera.org/learn/practical-statistics-skills-ibm
Statistics for Everyone (IBM),Data Science,Statistics,Mixed,10,Paid,99,IBM,https://www.coursera.org/learn/statistics-for-everyone-ibm
Advanced Statistics Techniques (IBM),Data Science,Statistics,Beginner,1,Free,0,IBM,https://www.coursera.org/learn/advanced-statistics-techniques-ibm
Introduction to Statistics (Stanford),Data Science,Statistics,Intermediate,2,Paid,49,Stanford,https://www.coursera.org/learn/introduction-to-statistics-stanford
Foundations of Statistics (Stanford),Data Science,Statistics,Advanced,3,Paid,79,Stanford,https://www.coursera.org/learn/foundations-of-statistics-stanford
Applied Statistics for Data Science (Stanford),Data Science,Statistics,Mixed,4,Paid,99,Stanford,https://www.coursera.org/learn/applied-statistics-for-data-science-stanford
Professional Statistics Certification (Stanford),Data Science,Statistics,Beginner,5,Free,0,Stanford,https://www.coursera.org/learn/professional-statistics-certification-stanford
Mastering Statistics (Stanford),Data Science,Statistics,Intermediate,6,Paid,49,Stanford,https://www.coursera.org/learn/mastering-statistics-stanford
Practical Statistics Skills (Stanford),Data Science,Statistics,Advanced,8,Paid,79,Stanford,https://www.coursera.org/learn/practical-statistics-skills-stanford
Statistics for Everyone (Stanford),Data Science,Statistics,Mixed,10,Paid,99,Stanford,https://www.coursera.org/learn/statistics-for-everyone-stanford
Advanced Statistics Techniques (Stanford),Data Science,Statistics,Beginner,1,Free,0,Stanford,https://www.coursera.org/learn/advanced-statistics-techniques-stanford
Introduction to Statistics (MIT),Data Science,Statistics,Intermediate,2,Paid,49,MIT,https://www.coursera.org/learn/introduction-to-statistics-mit
Foundations of Statistics (MIT),Data Science,Statistics,Advanced,3,Paid,79,MIT,https://www.coursera.org/learn/foundations-of-statistics-mit
Applied Statistics for Data Science (MIT),Data Science,Statistics,Mixed,4,Paid,99,MIT,https://www.coursera.org/learn/applied-statistics-for-data-science-mit
Professional Statistics Certification (MIT),Data Science,Statistics,Beginner,5,Free,0,MIT,https://www.coursera.org/learn/professional-statistics-certification-mit
Mastering Statistics (MIT),Data Science,Statistics,Intermediate,6,Paid,49,MIT,https://www.coursera.org/learn/mastering-statistics-mit
Practical Statistics Skills (MIT),Data Science,Statistics,Advanced,8,Paid,79,MIT,https://www.coursera.org/learn/practical-statistics-skills-mit
Statistics for Everyone (MIT),Data Science,Statistics,Mixed,10,Paid,99,MIT,https://www.coursera.org/learn/statistics-for-everyone-mit
Advanced Statistics Techniques (MIT),Data Science,Statistics,Beginner,1,Free,0,MIT,https://www.coursera.org/learn/advanced-statistics-techniques-mit
Introduction to Statistics (Yale),Data Science,Statistics,Intermediate,2,Paid,49,Yale,https://www.coursera.org/learn/introduction-to-statistics-yale
Foundations of Statistics (Yale),Data Science,Statistics,Advanced,3,Paid,79,Yale,https://www.coursera.org/learn/foundations-of-statistics-yale
Applied Statistics for Data Science (Yale),Data Science,Statistics,Mixed,4,Paid,99,Yale,https://www.coursera.org/learn/applied-statistics-for-data-science-yale
Professional Statistics Certification (Yale),Data Science,Statistics,Beginner,5,Free,0,Yale,https://www.coursera.org/learn/professional-statistics-certification-yale
Mastering Statistics (Yale),Data Science,Statistics,Intermediate,6,Paid,49,Yale,https://www.coursera.org/learn/mastering-statistics-yale
Practical Statistics Skills (Yale),Data Science,Statistics,Advanced,8,Paid,79,Yale,https://www.coursera.org/learn/practical-statistics-skills-yale
Statistics for Everyone (Yale),Data Science,Statistics,Mixed,10,Paid,99,Yale,https://www.coursera.org/learn/statistics-for-everyone-yale
Advanced Statistics Techniques (Yale),Data Science,Statistics,Beginner,1,Free,0,Yale,https://www.coursera.org/learn/advanced-statistics-techniques-yale
Introduction to Statistics (University of Michigan),Data Science,Statistics,Intermediate,2,Paid,49,University of Michigan,https://www.coursera.org/learn/introduction-to-statistics-university-of-michigan
Foundations of Statistics (University of Michigan),Data Science,Statistics,Advanced,3,Paid,79,University of Michigan,https://www.coursera.org/learn/foundations-of-statistics-university-of-michigan
Applied Statistics for Data Science (University of Michigan),Data Science,Statistics,Mixed,4,Paid,99,University of Michigan,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-michigan
Professional Statistics Certification (University of Michigan),Data Science,Statistics,Beginner,5,Free,0,University of Michigan,https://www.coursera.org/learn/professional-statistics-certification-university-of-michigan
Mastering Statistics (University of Michigan),Data Science,Statistics,Intermediate,6,Paid,49,University of Michigan,https://www.coursera.org/learn/mastering-statistics-university-of-michigan
Practical Statistics Skills (University of Michigan),Data Science,Statistics,Advanced,8,Paid,79,University of Michigan,https://www.coursera.org/learn/practical-statistics-skills-university-of-michigan
Statistics for Everyone (University of Michigan),Data Science,Statistics,Mixed,10,Paid,99,University of Michigan,https://www.coursera.org/learn/statistics-for-everyone-university-of-michigan
Advanced Statistics Techniques (University of Michigan),Data Science,Statistics,Beginner,1,Free,0,University of Michigan,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-michigan
Introduction to Statistics (Johns Hopkins),Data Science,Statistics,Intermediate,2,Paid,49,Johns Hopkins,https://www.coursera.org/learn/introduction-to-statistics-johns-hopkins
Foundations of Statistics (Johns Hopkins),Data Science,Statistics,Advanced,3,Paid,79,Johns Hopkins,https://www.coursera.org/learn/foundations-of-statistics-johns-hopkins
Applied Statistics for Data Science (Johns Hopkins),Data Science,Statistics,Mixed,4,Paid,99,Johns Hopkins,https://www.coursera.org/learn/applied-statistics-for-data-science-johns-hopkins
Professional Statistics Certification (Johns Hopkins),Data Science,Statistics,Beginner,5,Free,0,Johns Hopkins,https://www.coursera.org/learn/professional-statistics-certification-johns-hopkins
Mastering Statistics (Johns Hopkins),Data Science,Statistics,Intermediate,6,Paid,49,Johns Hopkins,https://www.coursera.org/learn/mastering-statistics-johns-hopkins
Practical Statistics Skills (Johns Hopkins),Data Science,Statistics,Advanced,8,Paid,79,Johns Hopkins,https://www.coursera.org/learn/practical-statistics-skills-johns-hopkins
Statistics for Everyone (Johns Hopkins),Data Science,Statistics,Mixed,10,Paid,99,Johns Hopkins,https://www.coursera.org/learn/statistics-for-everyone-johns-hopkins
Advanced Statistics Techniques (Johns Hopkins),Data Science,Statistics,Beginner,1,Free,0,Johns Hopkins,https://www.coursera.org/learn/advanced-statistics-techniques-johns-hopkins
Introduction to Statistics (Duke University),Data Science,Statistics,Intermediate,2,Paid,49,Duke University,https://www.coursera.org/learn/introduction-to-statistics-duke-university
Foundations of Statistics (Duke University),Data Science,Statistics,Advanced,3,Paid,79,Duke University,https://www.coursera.org/learn/foundations-of-statistics-duke-university
Applied Statistics for Data Science (Duke University),Data Science,Statistics,Mixed,4,Paid,99,Duke University,https://www.coursera.org/learn/applied-statistics-for-data-science-duke-university
Professional Statistics Certification (Duke University),Data Science,Statistics,Beginner,5,Free,0,Duke University,https://www.coursera.org/learn/professional-statistics-certification-duke-university
Mastering Statistics (Duke University),Data Science,Statistics,Intermediate,6,Paid,49,Duke University,https://www.coursera.org/learn/mastering-statistics-duke-university
Practical Statistics Skills (Duke University),Data Science,Statistics,Advanced,8,Paid,79,Duke University,https://www.coursera.org/learn/practical-statistics-skills-duke-university
Statistics for Everyone (Duke University),Data Science,Statistics,Mixed,10,Paid,99,Duke University,https://www.coursera.org/learn/statistics-for-everyone-duke-university
Advanced Statistics Techniques (Duke University),Data Science,Statistics,Beginner,1,Free,0,Duke University,https://www.coursera.org/learn/advanced-statistics-techniques-duke-university
Introduction to Statistics (University of Illinois),Data Science,Statistics,Intermediate,2,Paid,49,University of Illinois,https://www.coursera.org/learn/introduction-to-statistics-university-of-illinois
Foundations of Statistics (University of Illinois),Data Science,Statistics,Advanced,3,Paid,79,University of Illinois,https://www.coursera.org/learn/foundations-of-statistics-university-of-illinois
Applied Statistics for Data Science (University of Illinois),Data Science,Statistics,Mixed,4,Paid,99,University of Illinois,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-illinois
Professional Statistics Certification (University of Illinois),Data Science,Statistics,Beginner,5,Free,0,University of Illinois,https://www.coursera.org/learn/professional-statistics-certification-university-of-illinois
Mastering Statistics (University of Illinois),Data Science,Statistics,Intermediate,6,Paid,49,University of Illinois,https://www.coursera.org/learn/mastering-statistics-university-of-illinois
Practical Statistics Skills (University of Illinois),Data Science,Statistics,Advanced,8,Paid,79,University of Illinois,https://www.coursera.org/learn/practical-statistics-skills-university-of-illinois
Statistics for Everyone (University of Illinois),Data Science,Statistics,Mixed,10,Paid,99,University of Illinois,https://www.coursera.org/learn/statistics-for-everyone-university-of-illinois
Advanced Statistics Techniques (University of Illinois),Data Science,Statistics,Beginner,1,Free,0,University of Illinois,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-illinois
Introduction to Statistics (University of Pennsylvania),Data Science,Statistics,Intermediate,2,Paid,49,University of Pennsylvania,https://www.coursera.org/learn/introduction-to-statistics-university-of-pennsylvania
Foundations of Statistics (University of Pennsylvania),Data Science,Statistics,Advanced,3,Paid,79,University of Pennsylvania,https://www.coursera.org/learn/foundations-of-statistics-university-of-pennsylvania
Applied Statistics for Data Science (University of Pennsylvania),Data Science,Statistics,Mixed,4,Paid,99,University of Pennsylvania,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-pennsylvania
Professional Statistics Certification (University of Pennsylvania),Data Science,Statistics,Beginner,5,Free,0,University of Pennsylvania,https://www.coursera.org/learn/professional-statistics-certification-university-of-pennsylvania
Mastering Statistics (University of Pennsylvania),Data Science,Statistics,Intermediate,6,Paid,49,University of Pennsylvania,https://www.coursera.org/learn/mastering-statistics-university-of-pennsylvania
Practical Statistics Skills (University of Pennsylvania),Data Science,Statistics,Advanced,8,Paid,79,University of Pennsylvania,https://www.coursera.org/learn/practical-statistics-skills-university-of-pennsylvania
Statistics for Everyone (University of Pennsylvania),Data Science,Statistics,Mixed,10,Paid,99,University of Pennsylvania,https://www.coursera.org/learn/statistics-for-everyone-university-of-pennsylvania
Advanced Statistics Techniques (University of Pennsylvania),Data Science,Statistics,Beginner,1,Free,0,University of Pennsylvania,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-pennsylvania
Introduction to Statistics (Imperial College),Data Science,Statistics,Intermediate,2,Paid,49,Imperial College,https://www.coursera.org/learn/introduction-to-statistics-imperial-college
Foundations of Statistics (Imperial College),Data Science,Statistics,Advanced,3,Paid,79,Imperial College,https://www.coursera.org/learn/foundations-of-statistics-imperial-college
Applied Statistics for Data Science (Imperial College),Data Science,Statistics,Mixed,4,Paid,99,Imperial College,https://www.coursera.org/learn/applied-statistics-for-data-science-imperial-college
Professional Statistics Certification (Imperial College),Data Science,Statistics,Beginner,5,Free,0,Imperial College,https://www.coursera.org/learn/professional-statistics-certification-imperial-college
Mastering Statistics (Imperial College),Data Science,Statistics,Intermediate,6,Paid,49,Imperial College,https://www.coursera.org/learn/mastering-statistics-imperial-college
Practical Statistics Skills (Imperial College),Data Science,Statistics,Advanced,8,Paid,79,Imperial College,https://www.coursera.org/learn/practical-statistics-skills-imperial-college
Statistics for Everyone (Imperial College),Data Science,Statistics,Mixed,10,Paid,99,Imperial College,https://www.coursera.org/learn/statistics-for-everyone-imperial-college
Advanced Statistics Techniques (Imperial College),Data Science,Statistics,Beginner,1,Free,0,Imperial College,https://www.coursera.org/learn/advanced-statistics-techniques-imperial-college
Introduction to Statistics (University of Toronto),Data Science,Statistics,Intermediate,2,Paid,49,University of Toronto,https://www.coursera.org/learn/introduction-to-statistics-university-of-toronto
Foundations of Statistics (University of Toronto),Data Science,Statistics,Advanced,3,Paid,79,University of Toronto,https://www.coursera.org/learn/foundations-of-statistics-university-of-toronto
Applied Statistics for Data Science (University of Toronto),Data Science,Statistics,Mixed,4,Paid,99,University of Toronto,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-toronto
Professional Statistics Certification (University of Toronto),Data Science,Statistics,Beginner,5,Free,0,University of Toronto,https://www.coursera.org/learn/professional-statistics-certification-university-of-toronto
Mastering Statistics (University of Toronto),Data Science,Statistics,Intermediate,6,Paid,49,University of Toronto,https://www.coursera.org/learn/mastering-statistics-university-of-toronto
Practical Statistics Skills (University of Toronto),Data Science,Statistics,Advanced,8,Paid,79,University of Toronto,https://www.coursera.org/learn/practical-statistics-skills-university-of-toronto
Statistics for Everyone (University of Toronto),Data Science,Statistics,Mixed,10,Paid,99,University of Toronto,https://www.coursera.org/learn/statistics-for-everyone-university-of-toronto
Advanced Statistics Techniques (University of Toronto),Data Science,Statistics,Beginner,1,Free,0,University of Toronto,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-toronto
Introduction to Statistics (University of California),Data Science,Statistics,Intermediate,2,Paid,49,University of California,https://www.coursera.org/learn/introduction-to-statistics-university-of-california
Foundations of Statistics (University of California),Data Science,Statistics,Advanced,3,Paid,79,University of California,https://www.coursera.org/learn/foundations-of-statistics-university-of-california
Applied Statistics for Data Science (University of California),Data Science,Statistics,Mixed,4,Paid,99,University of California,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-california
Professional Statistics Certification (University of California),Data Science,Statistics,Beginner,5,Free,0,University of California,https://www.coursera.org/learn/professional-statistics-certification-university-of-california
Mastering Statistics (University of California),Data Science,Statistics,Intermediate,6,Paid,49,University of California,https://www.coursera.org/learn/mastering-statistics-university-of-california
Practical Statistics Skills (University of California),Data Science,Statistics,Advanced,8,Paid,79,University of California,https://www.coursera.org/learn/practical-statistics-skills-university-of-california
Statistics for Everyone (University of California),Data Science,Statistics,Mixed,10,Paid,99,University of California,https://www.coursera.org/learn/statistics-for-everyone-university-of-california
Advanced Statistics Techniques (University of California),Data Science,Statistics,Beginner,1,Free,0,University of California,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-california
Introduction to Statistics (University of Washington),Data Science,Statistics,Intermediate,2,Paid,49,University of Washington,https://www.coursera.org/learn/introduction-to-statistics-university-of-washington
Foundations of Statistics (University of Washington),Data Science,Statistics,Advanced,3,Paid,79,University of Washington,https://www.coursera.org/learn/foundations-of-statistics-university-of-washington
Applied Statistics for Data Science (University of Washington),Data Science,Statistics,Mixed,4,Paid,99,University of Washington,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-washington
Professional Statistics Certification (University of Washington),Data Science,Statistics,Beginner,5,Free,0,University of Washington,https://www.coursera.org/learn/professional-statistics-certification-university-of-washington
Mastering Statistics (University of Washington),Data Science,Statistics,Intermediate,6,Paid,49,University of Washington,https://www.coursera.org/learn/mastering-statistics-university-of-washington
Practical Statistics Skills (University of Washington),Data Science,Statistics,Advanced,8,Paid,79,University of Washington,https://www.coursera.org/learn/practical-statistics-skills-university-of-washington
Statistics for Everyone (University of Washington),Data Science,Statistics,Mixed,10,Paid,99,University of Washington,https://www.coursera.org/learn/statistics-for-everyone-university-of-washington
Advanced Statistics Techniques (University of Washington),Data Science,Statistics,Beginner,1,Free,0,University of Washington,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-washington
Introduction to Statistics (ETH Zurich),Data Science,Statistics,Intermediate,2,Paid,49,ETH Zurich,https://www.coursera.org/learn/introduction-to-statistics-eth-zurich
Foundations of Statistics (ETH Zurich),Data Science,Statistics,Advanced,3,Paid,79,ETH Zurich,https://www.coursera.org/learn/foundations-of-statistics-eth-zurich
Applied Statistics for Data Science (ETH Zurich),Data Science,Statistics,Mixed,4,Paid,99,ETH Zurich,https://www.coursera.org/learn/applied-statistics-for-data-science-eth-zurich
Professional Statistics Certification (ETH Zurich),Data Science,Statistics,Beginner,5,Free,0,ETH Zurich,https://www.coursera.org/learn/professional-statistics-certification-eth-zurich
Mastering Statistics (ETH Zurich),Data Science,Statistics,Intermediate,6,Paid,49,ETH Zurich,https://www.coursera.org/learn/mastering-statistics-eth-zurich
Practical Statistics Skills (ETH Zurich),Data Science,Statistics,Advanced,8,Paid,79,ETH Zurich,https://www.coursera.org/learn/practical-statistics-skills-eth-zurich
Statistics for Everyone (ETH Zurich),Data Science,Statistics,Mixed,10,Paid,99,ETH Zurich,https://www.coursera.org/learn/statistics-for-everyone-eth-zurich
Advanced Statistics Techniques (ETH Zurich),Data Science,Statistics,Beginner,1,Free,0,ETH Zurich,https://www.coursera.org/learn/advanced-statistics-techniques-eth-zurich
Introduction to Statistics (University of Edinburgh),Data Science,Statistics,Intermediate,2,Paid,49,University of Edinburgh,https://www.coursera.org/learn/introduction-to-statistics-university-of-edinburgh
Foundations of Statistics (University of Edinburgh),Data Science,Statistics,Advanced,3,Paid,79,University of Edinburgh,https://www.coursera.org/learn/foundations-of-statistics-university-of-edinburgh
Applied Statistics for Data Science (University of Edinburgh),Data Science,Statistics,Mixed,4,Paid,99,University of Edinburgh,https://www.coursera.org/learn/applied-statistics-for-data-science-university-of-edinburgh
Professional Statistics Certification (University of Edinburgh),Data Science,Statistics,Beginner,5,Free,0,University of Edinburgh,https://www.coursera.org/learn/professional-statistics-certification-university-of-edinburgh
Mastering Statistics (University of Edinburgh),Data Science,Statistics,Intermediate,6,Paid,49,University of Edinburgh,https://www.coursera.org/learn/mastering-statistics-university-of-edinburgh
Practical Statistics Skills (University of Edinburgh),Data Science,Statistics,Advanced,8,Paid,79,University of Edinburgh,https://www.coursera.org/learn/practical-statistics-skills-university-of-edinburgh
Statistics for Everyone (University of Edinburgh),Data Science,Statistics,Mixed,10,Paid,99,University of Edinburgh,https://www.coursera.org/learn/statistics-for-everyone-university-of-edinburgh
Advanced Statistics Techniques (University of Edinburgh),Data Science,Statistics,Beginner,1,Free,0,University of Edinburgh,https://www.coursera.org/learn/advanced-statistics-techniques-university-of-edinburgh
Introduction to Statistics (Hong Kong University),Data Science,Statistics,Intermediate,2,Paid,49,Hong Kong University,https://www.coursera.org/learn/introduction-to-statistics-hong-kong-university
Foundations of Statistics (Hong Kong University),Data Science,Statistics,Advanced,3,Paid,79,Hong Kong University,https://www.coursera.org/learn/foundations-of-statistics-hong-kong-university
Applied Statistics for Data Science (Hong Kong University),Data Science,Statistics,Mixed,4,Paid,99,Hong Kong University,https://www.coursera.org/learn/applied-statistics-for-data-science-hong-kong-university
Professional Statistics Certification (Hong Kong University),Data Science,Statistics,Beginner,5,Free,0,Hong Kong University,https://www.coursera.org/learn/professional-statistics-certification-hong-kong-university
Mastering Statistics (Hong Kong University),Data Science,Statistics,Intermediate,6,Paid,49,Hong Kong University,https://www.coursera.org/learn/mastering-statistics-hong-kong-university
Practical Statistics Skills (Hong Kong University),Data Science,Statistics,Advanced,8,Paid,79,Hong Kong University,https://www.coursera.org/learn/practical-statistics-skills-hong-kong-university
Statistics for Everyone (Hong Kong University),Data Science,Statistics,Mixed,10,Paid,99,Hong Kong University,https://www.coursera.org/learn/statistics-for-everyone-hong-kong-university
Advanced Statistics Techniques (Hong Kong University),Data Science,Statistics,Beginner,1,Free,0,Hong Kong University,https://www.coursera.org/learn/advanced-statistics-techniques-hong-kong-university
Introduction to Statistics (Udacity),Data Science,Statistics,Intermediate,2,Paid,49,Udacity,https://www.coursera.org/learn/introduction-to-statistics-udacity
