course_title,domain,sub_domain,level,duration,paid_free,price,mentor,url
Google Data Analytics,Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-data-analytics
"Foundations: Data, Data, Everywhere",Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundations-data
IBM Generative AI Engineering,Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-generative-ai-engineering
IBM Data Science,Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-data-science
Google AI,Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-ai
Google AI Essentials,Data Science,Data Analysis,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/ai-essentials-google
Python for Everybody,Computer Science,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/python
Programming for Everybody (Getting Started with Python),Computer Science,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/python
IBM AI Developer,Computer Science,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/applied-artifical-intelligence-ibm-watson-ai
IBM DevOps and Software Engineering,Computer Science,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/devops-and-software-engineering
Google Cybersecurity,Computer Science,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-cybersecurity
Google UX Design,Computer Science,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-ux-design
Google IT Support,Information Technology,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-it-support
IBM Full Stack Software Developer,Information Technology,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer
Technical Support Fundamentals,Information Technology,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/technical-support-fundamentals
IBM Data Engineering,Information Technology,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-data-engineer
Introduction to Generative AI Learning Path,Information Technology,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/introduction-to-generative-ai
Introduction to Generative AI,Information Technology,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-generative-ai
IBM AI Product Manager,Information Technology,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-ai-product-manager
Google Project Management,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-project-management
Foundations of Project Management,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/project-management-foundations
AI For Everyone,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/ai-for-everyone
Financial Markets,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/financial-markets-global
Google Digital Marketing & E-commerce,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/google-digital-marketing-ecommerce
Key Technologies for Business,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/key-technologies-for-business
Generative AI for Digital Marketing,Business,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/generative-ai-for-digital-marketing
Learning How to Learn: Powerful mental tools to help you master tough subjects,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/learning-how-to-learn
Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/mindshift
Creative Thinking: Techniques and Tools for Success,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/creative-thinking-techniques-and-tools-for-success
Dynamic Public Speaking,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/public-speaking
Accelerate Your Job Search with AI,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/accelerate-your-job-search-with-ai
People & Soft Skills: Essential for Professional Success,Personal Development,General,Advanced,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success
Communication For Everyone,Personal Development,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/communicationforeveryone
Introduction to Psychology,Health,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-psychology
Stanford Introduction to Food and Health,Health,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/food-and-health
Social Psychology,Health,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/social-psychology
Writing in the Sciences,Health,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/sciwrite
Science of Diet and Exercise,Health,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/nasm-science-of-diet-and-exercise
Medical Billing and Coding Fundamentals,Health,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/medical-billing-coding-fundamentals
Pharmacy Technician Fundamentals,Health,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/pharmacy-technician-fundamentals
Graphic Design,Arts & Humanities,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/graphic-design
Modern and Contemporary Art and Design,Arts & Humanities,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/modern-contemporary-art-design
Fundamentals of Graphic Design,Arts & Humanities,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/fundamentals-of-graphic-design
Indigenous Canada,Arts & Humanities,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/indigenous-canada
Photography Basics and Beyond: From Smartphone to DSLR,Arts & Humanities,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/photography-basics
Introduction to Mathematical Thinking,Mathematics,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/mathematical-thinking
Data Science Math Skills,Mathematics,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/datasciencemathskills
Introduction to Calculus,Mathematics,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-calculus
Introduction to Logic,Mathematics,General,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/logic-introduction
Mathematics for Engineers,Mathematics,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/mathematics-engineers
Mathematics for Engineering,Mathematics,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/bits-mathematics-for-engineering-specialization
Essential Mathematics for Computer Science,Mathematics,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/essential-mathematics-for-computer-science-odc
Job & Exam Aptitude Mastery: Reasoning | DI | Verbal | Quant,Mathematics,General,Advanced,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/job-and-exam-aptitude-mastery
Improve Your English Communication Skills,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/improve-english
First Step Korean,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/learn-korean
Ãtudier en France: French Intermediate course B1-B2,Language Learning,General,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/etudier-en-france
Learn to Speak Korean 1,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/learn-speak-korean1
English for Career Development,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/careerdevelopment
Learn English: Beginning Grammar,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/learn-english-beginning-grammar
Arizona State University TESOL,Language Learning,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/arizona-state-university-tesol
Academic English: Writing,Social Sciences,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/academic-english
Generative AI for Educators,Social Sciences,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/generative-ai-educators
Prompt Engineering for Educators,Social Sciences,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/prompt-engineering-for-educators
Generative AI and ChatGPT for K-12 Educators,Social Sciences,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/generative-ai-k12-educators
Prompt Engineering for Law,Social Sciences,General,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/prompt-engineering-for-law
Machine Learning,Data Science,Machine Learning,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/machine-learning-introduction
Machine Learning with Python,Data Science,Machine Learning,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/machine-learning-with-python
Mathematics for Machine Learning,Data Science,Machine Learning,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/mathematics-machine-learning
IBM Machine Learning,Data Science,Machine Learning,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-machine-learning
Supervised Machine Learning: Regression and Classification,Data Science,Machine Learning,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/machine-learning
Databricks Machine Learning Quickstart,Data Science,Machine Learning,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/databricks-machine-learning-quickstart
Fundamentals of Machine Learning and Artificial Intelligence,Data Science,Machine Learning,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/fundamentals-of-machine-learning-and-artificial-intelligence
The Nuts and Bolts of Machine Learning,Data Science,Machine Learning,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/the-nuts-and-bolts-of-machine-learning
Mathematics for Machine Learning and Data Science,Data Science,Machine Learning,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/mathematics-for-machine-learning-and-data-science
IBM Introduction to Machine Learning,Data Science,Machine Learning,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/ibm-intro-machine-learning
Foundations of Machine Learning,Data Science,Machine Learning,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundations-of-machine-learning-1
"Python for Data Science, AI & Development",Data Science,Data Analysis,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-for-applied-data-science-ai
What is Data Science?,Data Science,Data Analysis,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/what-is-datascience
Databases and SQL for Data Science with Python,Data Science,Data Analysis,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/sql-data-science
Foundations of Data Science,Data Science,Data Analysis,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundations-of-data-science
Data Science,Data Science,Data Analysis,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/jhu-data-science
Introduction to Data Science,Data Science,Data Analysis,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/introduction-data-science
Applied Data Science with Python,Data Science,Data Analysis,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-science-python
Python Project for Data Science,Data Science,Data Analysis,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-project-for-data-science
Data Science Foundations,Data Science,Data Analysis,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-science-foundations
Data Analysis with Python,Data Science,Data Analysis,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/data-analysis-with-python
Mastering Python for Data Science,Data Science,Python,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/packt-mastering-python-for-data-science
Apply Python for Practical Financial Data Analysis,Data Science,Python,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/apply-python-for-practical-financial-data-analysis
Google Data Analysis with Python,Data Science,Python,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/google-data-analysis-with-python
Python for Real-World Data Analysis,Data Science,Python,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/python-real-world-data-analysis
Python Data Structures,Data Science,Python,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-data
Introduction to Data Science in Python,Data Science,Python,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-data-analysis
Python Data Analytics,Data Science,Python,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-data-analytics
Python Data Analysis,Data Science,Python,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-analysis
Python Data Products for Predictive Analytics,Data Science,Python,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics
Introduction to Statistics,Data Science,Statistics,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/stanford-statistics
Statistics Foundations,Data Science,Statistics,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/statistics-for-marketing
Basic Statistics,Data Science,Statistics,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/basic-statistics
The Power of Statistics,Data Science,Statistics,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/the-power-of-statistics
Statistics with Python,Data Science,Statistics,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/statistics-with-python
Probability & Statistics for Machine Learning & Data Science,Data Science,Statistics,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/machine-learning-probability-and-statistics
Advanced Statistics for Data Science,Data Science,Statistics,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/advanced-statistics-data-science
Modern Statistics for Data-Driven Decision-Making,Data Science,Statistics,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/modern-statistics-for-data-driven-decision-making
Business Statistics and Analysis,Data Science,Statistics,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/business-statistics-analysis
Methods and Statistics in Social Sciences,Data Science,Statistics,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/social-science
Bayesian Statistics,Data Science,Statistics,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/bayesian-statistics
Foundations of Probability and Statistics,Data Science,Statistics,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/foundations-probability-statistics
Deep Learning,Data Science,Deep Learning,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/deep-learning
Neural Networks and Deep Learning,Data Science,Deep Learning,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/neural-networks-deep-learning
"IBM Deep Learning with PyTorch, Keras and Tensorflow",Data Science,Deep Learning,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow
Introduction to Deep Learning & Neural Networks with Keras,Data Science,Deep Learning,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-deep-learning-with-keras
PyTorch for Deep Learning,Data Science,Deep Learning,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/pytorch-for-deep-learning
Deep Learning with PyTorch,Data Science,Deep Learning,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/advanced-deep-learning-with-pytorch
Advanced Deep Learning Architectures,Data Science,Deep Learning,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/advanced-deep-learning-architectures
"Deep Learning with Python: CNN, ANN & RNN",Data Science,Deep Learning,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/deep-learning-python-cnn-ann-rnn
Deep Learning for Computer Vision,Data Science,Deep Learning,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/deep-learning-computer-vision
Learning Deep Learning,Data Science,Deep Learning,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/pearson-learning-deep-learning-from-perception-to-large-language-models
Natural Language Processing,Data Science,NLP,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/natural-language-processing
Prompt Engineering for ChatGPT,Data Science,NLP,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/prompt-engineering
Natural Language Processing with Real-World Projects,Data Science,NLP,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/packt-natural-language-processing-with-real-world-projects
Fundamentals of Natural Language Processing,Data Science,NLP,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/fundamentals-natural-language-processing
Natural Language Processing Essentials,Data Science,NLP,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/natural-language-processing-essentials
Natural Language Processing with Classification and Vector Spaces,Data Science,NLP,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/classification-vector-spaces-in-nlp
Introduction to Artificial Intelligence (AI),Data Science,NLP,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-ai
Natural Language Processing in TensorFlow,Data Science,NLP,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/natural-language-processing-tensorflow
Modern Natural Language Processing,Data Science,NLP,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/packt-modern-natural-language-processing
Natural Language Processing on Google Cloud,Data Science,NLP,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/sequence-models-tensorflow-gcp
IBM AI Engineering,Data Science,NLP,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/ai-engineer
Introduction to Computer Vision and Image Processing,Data Science,Computer Vision,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv
Computer Vision,Data Science,Computer Vision,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/computer-vision-cu
Applied Object Detection & Segmentation,Data Science,Computer Vision,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/applied-object-detection-segmentation
First Principles of Computer Vision,Data Science,Computer Vision,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/firstprinciplesofcomputervision
Advanced Computer Vision with TensorFlow,Data Science,Computer Vision,Advanced,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/advanced-computer-vision-with-tensorflow
MathWorks Computer Vision Engineer,Data Science,Computer Vision,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/mathworks-computer-vision-engineer
Convolutional Neural Networks,Data Science,Computer Vision,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/convolutional-neural-networks
Introduction to Computer Vision,Data Science,Computer Vision,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/computer-vision-introduction
Build a computer vision app with Azure Cognitive Services,Data Science,Computer Vision,Intermediate,0.1,Free,0,Coursera Instructor,https://www.coursera.org/projects/build-a-computer-vision-app-with-azure-cognitive-services
Data Visualization and Dashboards with Excel and Cognos,Data Science,Data Visualization,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos
Share Data Through the Art of Visualization,Data Science,Data Visualization,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/visualize-data
Data Visualization with Python,Data Science,Data Visualization,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/python-for-data-visualization
Microsoft Data Visualization,Data Science,Data Visualization,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/microsoft-data-visualization
Data Visualization,Data Science,Data Visualization,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-visualization-dv
Data Visualization with Tableau,Data Science,Data Visualization,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-visualization
Data Visualization with Advanced Excel,Data Science,Data Visualization,Advanced,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/advanced-excel
Overview of Data Visualization,Data Science,Data Visualization,Beginner,0.1,Free,0,Coursera Instructor,https://www.coursera.org/projects/overview-data-visualization
Data Visualization & Analytics in Tableau,Data Science,Data Visualization,Advanced,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-visualization-analytics-tableau-university
Data Visualization & Business Intelligence,Data Science,Data Visualization,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-visualization-business-intelligence
Data Visualization: Fundamentals to Interactive Storytelling,Data Science,Data Visualization,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/data-visualisation-fundamentals-to-interactive-storytelling
Introduction to Marketing,Business,Marketing,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/wharton-marketing
Business and Marketing Strategies,Business,Marketing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/uol-business-and-marketing-strategies
Marketing Analytics Foundation,Business,Marketing,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/marketing-analytics-foundation
Marketing Strategy,Business,Marketing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/marketing-strategy
Think Outside the Inbox: Email Marketing,Business,Marketing,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/think-outside-the-inbox
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",Business,Marketing,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/integrated-marketing-communications
Full Digital Marketing,Business,Marketing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/digital-marketing-certification-course
Social Media Marketing in Practice,Business,Marketing,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/social-media-marketing-practice
Generative AI in Marketing,Business,Marketing,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/generative-ai-in-marketing
Advanced Marketing Optimization & Strategy,Business,Marketing,Advanced,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/advanced-marketing-optimization-strategy
Fundamentals of Marketing Strategy,Business,Marketing,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/fundamentals-of-marketing-strategy
Introduction to Corporate Finance,Business,Finance,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/wharton-finance
AI in Finance,Business,Finance,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/ai-in-finance
Introduction to Finance and Accounting,Business,Finance,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/finance-accounting
Preparatory Certificate in Finance and Financial Markets,Business,Finance,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/finance-and-financial-markets
Foundations of Finance,Business,Finance,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/foundationsfinance
Finance & Quantitative Modeling for Analysts,Business,Finance,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/finance-quantitative-modeling-analysts
Financial Management,Business,Finance,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/business-financial-management
Corporate Finance Fundamentals,Business,Finance,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/corporate-finance-fundamentals
Fundamentals of Financial Analysis,Business,Finance,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/fundamentals-of-financial-analysis
The Fundamentals of Personal Finance,Business,Finance,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/personal-finance-fundamentals
"Fundamentals of Business Finance, with Goldman Sachs 10,000 Women",Business,Finance,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/10k-women-2
Agile Project Management,Business,Project Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/agile-project-management
Introduction to Project Management,Business,Project Management,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/introduction-to-project-management
Construction Project Management,Business,Project Management,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/construction-project-management
Project Management and Planning,Business,Project Management,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/project-management-and-planning
Project Management Principles and Practices,Business,Project Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/project-management
Capstone: Applying Project Management in the Real World,Business,Project Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/applying-project-management
Introduction to Agile Development and Scrum,Business,Project Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/agile-development-and-scrum
Project Management,Business,Project Management,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/meem-project-management
Project Management Fundamentals,Business,Project Management,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/project-management-fundamentals-microsoft
Microsoft Project Management: Build Job-Ready Skills,Business,Project Management,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/professional-certificates/microsoft-project-management
Boost Your Leadership Impact,Business,Leadership,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/boost-your-leadership-impact
Strategic Leadership and Management,Business,Leadership,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/strategic-leadership
Emotional Intelligence in Leadership,Business,Leadership,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/emotional-intelligence-in-leadership-1
Leadership Skills,Business,Leadership,Beginner,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/leadershipskills
Leading People and Teams,Business,Leadership,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/leading-teams
Connected Leadership,Business,Leadership,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/learn/connected-leadership
Effective Leadership: Master Management Styles,Business,Leadership,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/effective-leadership-master-management-styles
Organizational Leadership,Business,Leadership,Intermediate,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/organizational-leadership
Leadership,Business,Leadership,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/leaders
Leadership for Everyone,Business,Leadership,Intermediate,3,Free,0,Coursera Instructor,https://www.coursera.org/specializations/leadership-for-everyone
Agile Approaches for Modern Leadership,Business,Leadership,Intermediate,1,Free,0,Coursera Instructor,https://www.coursera.org/specializations/agile-approaches-modern-leadership
Leadership and Influencing Skills,Business,Leadership,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/google-leadership-and-influencing-skills
Basics of entrepreneurship: thinking and doing,Business,Entrepreneurship,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/basics-of-entrepreneurship-thinking-and-doing
Entrepreneurship: Launching an Innovative Business,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/business-entrepreneurship
Essentials of Entrepreneurship: Thinking & Action,Business,Entrepreneurship,Mixed,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/entrepreneurial-thinking
How to Start Your Own Business,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/start-your-own-business
Startup Entrepreneurship,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/startup-entrepreneurship
Innovation: From Creativity to Entrepreneurship,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship
Entrepreneurship Strategy: From Ideation to Exit,Business,Entrepreneurship,Beginner,1,Free,0,Coursera Instructor,https://www.coursera.org/learn/entrepreneurship-strategy
Technology & Entrepreneurship,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/technology-and-entrepreneurship
Entrepreneurship: Growing Your Business,Business,Entrepreneurship,Beginner,6,Free,0,Coursera Instructor,https://www.coursera.org/specializations/entrepreneurship-growing-your-business
